,phi,rho,te,s
7934,1.28,0.078,18069.182970831647,10000.0
7935,1.2850000000000001,0.078,18109.337407345964,10000.0
7936,1.29,0.078,18148.833178192614,10000.0
7937,1.295,0.078,18187.711447352456,10000.0
7938,1.3,0.078,18225.994625636336,10000.0
7939,1.305,0.078,18263.705724613297,10000.0
7940,1.31,0.078,18300.863363452132,10000.0
7941,1.315,0.078,18337.485031439774,10000.0
7942,1.32,0.078,18373.602579749517,10000.0
7943,1.325,0.078,18409.21471221749,10000.0
7944,1.33,0.078,18444.383867681794,10000.0
7945,1.335,0.078,18479.06300869345,10000.0
7946,1.34,0.078,18513.325736162853,10000.0
7947,1.345,0.078,18547.156230175286,10000.0
7948,1.35,0.078,18580.57412953941,10000.0
7949,1.355,0.078,18613.58816949956,10000.0
7950,1.3599999999999999,0.078,18646.21605365626,10000.0
7951,1.365,0.078,18678.466945632605,10000.0
7952,1.37,0.078,18710.365296113567,10000.0
7953,1.375,0.078,18741.922313379993,10000.0
7954,1.38,0.078,18773.115951685428,10000.0
7955,1.385,0.078,18803.984168333718,10000.0
7956,1.3900000000000001,0.078,18834.541175382885,10000.0
7957,1.395,0.078,18864.782623881332,10000.0
7958,1.4,0.078,18894.708300748523,10000.0
7959,1.405,0.078,18924.35709771449,10000.0
7960,1.4100000000000001,0.078,18953.714295872873,10000.0
7961,1.415,0.078,18982.79392450303,10000.0
7962,1.42,0.078,19011.562939390893,10000.0
7963,1.425,0.078,19040.11148896966,10000.0
7964,1.43,0.078,19068.381920836393,10000.0
7965,1.435,0.078,19096.402050810797,10000.0
7966,1.44,0.078,19124.146947636204,10000.0
7967,1.445,0.078,19151.68017678826,10000.0
7968,1.45,0.078,19178.9659309274,10000.0
7969,1.455,0.078,19206.019446219037,10000.0
7970,1.46,0.078,19232.837049511636,10000.0
7971,1.465,0.078,19259.44762686997,10000.0
7972,1.47,0.078,19285.83778631673,10000.0
7973,1.475,0.078,19312.020728887557,10000.0
7974,1.48,0.078,19337.99060304712,10000.0
7975,1.4849999999999999,0.078,19363.770101997332,10000.0
7976,1.49,0.078,19389.34982338307,10000.0
7977,1.495,0.078,19414.703480181837,10000.0
7978,1.5,0.078,19439.89808526228,10000.0
7979,1.0,0.079,199.9989233973149,10000.0
7980,1.005,0.079,205.17298326466096,399.99999999999983
7981,1.01,0.079,211.36238821235386,400.869304497359
7982,1.015,0.079,223.7315335874705,407.64066445528863
7983,1.02,0.079,245.6041891263915,423.21607512891757
7984,1.025,0.079,281.4797847511439,451.32192345271125
7985,1.03,0.079,338.44764646088674,497.7115195010854
7986,1.035,0.079,427.54456525496244,571.1360792741357
7987,1.04,0.079,565.8854841569746,684.8287798445477
7988,1.045,0.079,780.0601550242684,858.8305523978037
7989,1.05,0.079,1111.306412472283,1123.3951929877878
7990,1.055,0.079,1623.8128896809658,1524.3780374105652
7991,1.06,0.079,2417.5691344063175,2131.3063567668814
7992,1.065,0.079,3648.4562748502844,3049.6377179708534
7993,1.07,0.079,5559.953003442616,4439.648841642123
7994,1.075,0.079,8532.782352076643,6545.154520913501
7995,1.08,0.079,13162.673859261105,9737.22247344393
7996,1.085,0.079,14436.392791643375,10000.0
7997,1.09,0.079,14828.358442343882,10000.0
7998,1.095,0.079,15115.366151858849,10000.0
7999,1.1,0.079,15346.281114948753,10000.0
8000,1.105,0.079,15541.213195067206,10000.0
8001,1.11,0.079,15710.783110363993,10000.0
8002,1.115,0.079,15861.404440402599,10000.0
8003,1.12,0.079,15997.282494323703,10000.0
8004,1.125,0.079,16121.32974897602,10000.0
8005,1.13,0.079,16235.664812217647,10000.0
8006,1.135,0.079,16341.873557045927,10000.0
8007,1.1400000000000001,0.079,16441.174073883343,10000.0
8008,1.145,0.079,16534.53513456858,10000.0
8009,1.15,0.079,16622.720869258803,10000.0
8010,1.155,0.079,16706.36963350309,10000.0
8011,1.16,0.079,16785.993204049428,10000.0
8012,1.165,0.079,16862.020722624515,10000.0
